Latitude (decimal degrees):	42.218
Longitude (decimal degrees):	-8.762
Elevation (m):	55
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20210619:0810,108.58,145.84,32.59,15.09,2.21,0.0
20210619:0910,296.88,367.78,43.68,15.4,2.69,0.0
20210619:1010,73.37,104.31,54.46,15.66,3.24,0.0
20210619:1110,63.34,92.31,64.11,15.82,3.79,0.0
20210619:1210,213.49,268.61,70.45,15.77,4.0,0.0
20210619:1310,161.23,207.69,69.91,15.85,3.45,0.0
20210619:1410,304.36,376.85,62.88,16.05,3.59,0.0
20210619:1510,265.97,330.15,53.0,15.95,4.14,0.0
20210619:1610,142.61,185.53,42.14,15.73,4.21,0.0
20210619:1710,35.63,58.15,31.04,15.41,4.21,0.0
20210619:1810,49.9,75.69,20.09,14.89,4.0,0.0
20210619:1910,2.96,12.15,9.56,14.33,5.03,0.0
20210619:2010,0.0,0.0,0.0,14.12,5.59,0.0
20210619:2110,0.0,0.0,0.0,13.99,6.07,0.0
20210619:2210,0.0,0.0,0.0,13.94,6.69,0.0
20210619:2310,0.0,0.0,0.0,13.94,6.9,0.0
20210620:0010,0.0,0.0,0.0,13.98,7.45,0.0
20210620:0110,0.0,0.0,0.0,13.88,7.31,0.0
20210620:0210,0.0,0.0,0.0,13.72,7.79,0.0
20210620:0310,0.0,0.0,0.0,13.46,7.66,0.0
20210620:0410,0.0,0.0,0.0,13.64,6.9,0.0
20210620:0510,0.0,0.0,0.0,13.72,4.83,0.0
20210620:0610,39.4,62.5,10.97,13.84,4.34,0.0
20210620:0710,108.01,147.03,21.57,14.13,5.03,0.0
20210620:0810,220.0,275.76,32.56,14.39,5.38,0.0
20210620:0910,430.94,518.9,43.65,14.71,6.28,0.0
20210620:1010,79.97,111.69,54.43,15.33,6.62,0.0
20210620:1110,386.87,469.28,64.09,15.6,6.76,0.0
20210620:1210,211.78,263.99,70.45,15.14,7.86,0.0
20210620:1310,155.63,199.38,69.93,15.29,7.93,0.0
20210620:1410,113.66,150.46,62.93,14.59,7.93,0.0
20210620:1510,89.0,121.84,53.04,14.57,7.66,0.0
20210620:1610,174.61,220.71,42.18,14.55,6.97,0.0
20210620:1710,64.59,93.23,31.09,14.79,6.76,0.0
20210620:1810,22.21,40.61,20.13,14.4,7.24,0.0
20210620:1910,5.46,16.49,9.61,14.02,7.1,0.0
20210620:2010,0.0,0.0,0.0,13.85,7.72,0.0
20210620:2110,0.0,0.0,0.0,13.83,7.38,0.0
20210620:2210,0.0,0.0,0.0,13.87,6.62,0.0
20210620:2310,0.0,0.0,0.0,13.63,5.72,0.0
20210621:0010,0.0,0.0,0.0,13.27,4.83,0.0
20210621:0110,0.0,0.0,0.0,13.15,3.79,0.0
20210621:0210,0.0,0.0,0.0,13.13,3.45,0.0
20210621:0310,0.0,0.0,0.0,12.89,3.03,0.0
20210621:0410,0.0,0.0,0.0,12.87,2.76,0.0
20210621:0510,0.0,0.0,0.0,12.88,2.62,0.0
20210621:0610,27.1,46.87,10.94,13.11,2.34,0.0
20210621:0710,121.18,168.5,21.53,13.89,2.76,0.0
20210621:0810,228.19,287.68,32.52,14.24,2.69,0.0
20210621:0910,152.0,196.6,43.61,15.08,2.55,0.0
20210621:1010,224.02,282.09,54.4,15.81,2.62,0.0
20210621:1110,483.5,599.98,64.06,16.55,2.69,0.0
20210621:1210,550.22,686.35,70.45,17.05,2.9,0.0
20210621:1310,627.75,787.13,69.95,16.98,2.9,0.0
20210621:1410,660.67,823.25,62.96,16.94,3.45,0.0
20210621:1510,592.04,729.9,53.08,17.01,3.72,0.0
20210621:1610,416.41,511.9,42.22,17.13,4.07,0.0
20210621:1710,250.43,317.68,31.13,16.44,4.21,0.0
20210621:1810,112.31,159.5,20.18,16.03,3.79,0.0
20210621:1910,24.09,43.4,9.65,15.84,3.1,0.0
20210621:2010,0.0,0.0,0.0,15.36,2.76,0.0
20210621:2110,0.0,0.0,0.0,15.03,3.03,0.0
20210621:2210,0.0,0.0,0.0,14.59,3.24,0.0
20210621:2310,0.0,0.0,0.0,14.25,3.03,0.0
20210622:0010,0.0,0.0,0.0,14.15,2.76,0.0
20210622:0110,0.0,0.0,0.0,13.95,2.55,0.0
20210622:0210,0.0,0.0,0.0,13.92,2.48,0.0
20210622:0310,0.0,0.0,0.0,13.87,2.69,0.0
20210622:0410,0.0,0.0,0.0,13.87,3.03,0.0
20210622:0510,0.0,0.0,0.0,13.85,3.24,0.0
20210622:0610,36.54,59.03,10.9,14.07,3.17,0.0
20210622:0710,117.73,162.36,21.49,14.82,3.86,0.0
20210622:0810,178.89,228.21,32.48,15.4,4.41,0.0
20210622:0910,438.7,534.64,43.57,16.17,4.9,0.0
20210622:1010,469.96,574.22,54.36,17.09,5.17,0.0
20210622:1110,399.46,491.07,64.03,17.75,5.52,0.0
20210622:1210,622.35,766.99,70.43,18.14,5.72,0.0
20210622:1310,682.55,842.86,69.97,18.59,6.14,0.0
20210622:1410,539.89,662.97,62.99,18.73,6.21,0.0
20210622:1510,366.58,451.61,53.12,18.83,6.48,0.0
20210622:1610,460.75,563.12,42.26,18.69,6.76,0.0
20210622:1710,294.33,376.72,31.17,18.31,6.55,0.0
20210622:1810,99.72,170.42,20.21,17.65,6.21,0.0
20210622:1910,24.0,43.4,9.68,16.85,6.28,0.0
20210622:2010,0.0,0.0,0.0,15.8,5.93,0.0
20210622:2110,0.0,0.0,0.0,14.91,5.66,0.0
20210622:2210,0.0,0.0,0.0,14.27,4.97,0.0
20210622:2310,0.0,0.0,0.0,13.78,4.55,0.0
20210623:0010,0.0,0.0,0.0,13.32,4.41,0.0
20210623:0110,0.0,0.0,0.0,12.87,4.34,0.0
20210623:0210,0.0,0.0,0.0,12.5,4.55,0.0
20210623:0310,0.0,0.0,0.0,12.18,4.48,0.0
20210623:0410,0.0,0.0,0.0,11.89,4.34,0.0
20210623:0510,0.0,0.0,0.0,11.78,4.34,0.0
20210623:0610,33.46,54.69,10.86,12.05,4.21,0.0
20210623:0710,103.74,171.74,21.45,13.33,4.55,0.0
20210623:0810,311.63,394.89,32.44,14.59,4.97,0.0
20210623:0910,508.23,616.05,43.53,15.67,5.24,0.0
20210623:1010,630.29,769.68,54.32,16.69,5.03,0.0
20210623:1110,734.64,911.04,63.99,17.65,4.9,0.0
20210623:1210,816.12,1028.09,70.41,18.53,4.69,0.0
20210623:1310,800.54,1012.39,69.97,19.28,4.55,0.0
20210623:1410,731.73,919.81,63.02,19.8,4.55,0.0
20210623:1510,628.21,781.36,53.15,20.11,4.76,0.0
20210623:1610,489.98,606.8,42.29,20.12,5.1,0.0
20210623:1710,300.04,388.09,31.2,19.78,5.38,0.0
20210623:1810,101.96,170.9,20.25,19.15,5.45,0.0
20210623:1910,25.82,46.01,9.71,17.98,5.93,0.0
20210623:2010,0.0,0.0,0.0,16.81,5.38,0.0
20210623:2110,0.0,0.0,0.0,15.8,4.9,0.0
20210623:2210,0.0,0.0,0.0,14.97,4.55,0.0
20210623:2310,0.0,0.0,0.0,14.2,4.34,0.0
20210624:0010,0.0,0.0,0.0,13.56,4.0,0.0
20210624:0110,0.0,0.0,0.0,12.98,3.79,0.0
20210624:0210,0.0,0.0,0.0,12.47,3.86,0.0
20210624:0310,0.0,0.0,0.0,12.12,3.93,0.0
20210624:0410,0.0,0.0,0.0,11.83,3.86,0.0
20210624:0510,0.0,0.0,0.0,11.59,3.72,0.0
20210624:0610,29.33,49.48,10.81,11.91,3.45,0.0
20210624:0710,102.32,170.57,21.4,13.96,2.83,0.0
20210624:0810,299.5,387.11,32.39,16.69,2.48,0.0
20210624:0910,477.92,601.39,43.48,18.9,2.07,0.0
20210624:1010,611.61,786.45,54.27,20.58,1.72,0.0
20210624:1110,699.83,916.74,63.95,21.87,1.93,0.0
20210624:1210,756.36,1003.11,70.38,22.81,2.14,0.0
20210624:1310,755.88,1003.39,69.97,23.44,2.28,0.0
20210624:1410,694.79,912.01,63.03,23.82,2.41,0.0
20210624:1510,609.34,788.06,53.18,24.06,2.62,0.0
20210624:1610,472.51,605.38,42.32,24.17,2.9,0.0
20210624:1710,293.78,390.94,31.23,24.06,3.31,0.0
20210624:1810,99.1,171.12,20.27,23.62,3.59,0.0
20210624:1910,23.88,44.27,9.74,22.7,3.59,0.0
20210624:2010,0.0,0.0,0.0,21.48,3.86,0.0
20210624:2110,0.0,0.0,0.0,20.27,4.0,0.0
20210624:2210,0.0,0.0,0.0,19.27,3.86,0.0
20210624:2310,0.0,0.0,0.0,18.25,3.66,0.0
20210625:0010,0.0,0.0,0.0,17.28,3.38,0.0
20210625:0110,0.0,0.0,0.0,16.44,3.38,0.0
20210625:0210,0.0,0.0,0.0,15.77,3.45,0.0
20210625:0310,0.0,0.0,0.0,15.28,3.45,0.0
20210625:0410,0.0,0.0,0.0,14.97,3.45,0.0
20210625:0510,0.0,0.0,0.0,14.64,3.45,0.0
20210625:0610,27.53,47.74,10.76,14.94,3.24,0.0
20210625:0710,100.02,169.43,21.35,16.92,2.69,0.0
20210625:0810,299.21,394.39,32.34,19.78,2.0,0.0
20210625:0910,474.92,613.83,43.43,22.17,1.17,0.0
20210625:1010,600.14,796.45,54.22,23.5,0.76,0.0
20210625:1110,687.31,924.62,63.9,24.3,1.17,0.0
20210625:1210,767.51,1036.22,70.35,24.65,1.86,0.0
20210625:1310,763.98,1022.75,69.97,24.72,2.28,0.0
20210625:1410,697.34,921.24,63.05,24.76,2.34,0.0
20210625:1510,612.74,798.68,53.2,24.83,2.34,0.0
20210625:1610,472.83,610.68,42.35,24.8,2.34,0.0
20210625:1710,292.35,392.61,31.26,24.62,2.07,0.0
20210625:1810,98.66,172.16,20.3,24.26,1.59,0.0
20210625:1910,23.79,44.27,9.76,23.1,1.24,0.0
20210625:2010,0.0,0.0,0.0,21.71,1.24,0.0
20210625:2110,0.0,0.0,0.0,20.35,1.03,0.0
20210625:2210,0.0,0.0,0.0,19.5,1.24,0.0
20210625:2310,0.0,0.0,0.0,18.5,1.38,0.0
20210626:0010,0.0,0.0,0.0,18.07,1.38,0.0
20210626:0110,0.0,0.0,0.0,17.47,1.31,0.0
20210626:0210,0.0,0.0,0.0,16.98,1.17,0.0
20210626:0310,0.0,0.0,0.0,16.91,1.03,0.0
20210626:0410,0.0,0.0,0.0,16.76,0.9,0.0
20210626:0510,0.0,0.0,0.0,15.76,1.03,0.0
20210626:0610,30.19,51.21,10.7,14.84,1.1,0.0
20210626:0710,100.75,167.78,21.3,16.33,0.48,0.0
20210626:0810,271.95,355.54,32.28,17.76,0.48,0.0
20210626:0910,221.06,283.36,43.37,18.9,1.79,0.0
20210626:1010,302.96,383.8,54.17,19.62,2.14,0.0
20210626:1110,644.61,827.81,63.85,20.26,2.28,0.0
20210626:1210,469.67,594.31,70.31,20.69,2.9,0.0
20210626:1310,511.44,645.92,69.95,20.88,3.45,0.0
20210626:1410,441.47,555.18,63.06,20.81,3.59,0.0
20210626:1510,411.55,515.28,53.22,20.62,3.86,0.0
20210626:1610,268.51,339.17,42.37,20.01,4.14,0.0
20210626:1710,228.79,294.1,31.28,19.33,4.21,0.0
20210626:1810,92.35,130.12,20.32,18.41,4.28,0.0
20210626:1910,18.8,36.46,9.77,17.14,3.79,0.0
20210626:2010,0.0,0.0,0.0,16.31,3.72,0.0
20210626:2110,0.0,0.0,0.0,15.6,3.38,0.0
20210626:2210,0.0,0.0,0.0,15.17,3.03,0.0
20210626:2310,0.0,0.0,0.0,14.85,2.55,0.0
20210627:0010,0.0,0.0,0.0,14.69,2.34,0.0
20210627:0110,0.0,0.0,0.0,14.44,2.28,0.0
20210627:0210,0.0,0.0,0.0,14.2,2.48,0.0
20210627:0310,0.0,0.0,0.0,14.1,2.97,0.0
20210627:0410,0.0,0.0,0.0,13.9,3.52,0.0
20210627:0510,0.0,0.0,0.0,13.63,3.52,0.0
20210627:0610,35.98,58.16,10.64,13.36,3.31,0.0
20210627:0710,106.94,145.83,21.24,13.65,3.52,0.0
20210627:0810,255.97,321.4,32.22,14.02,3.66,0.0
20210627:0910,428.77,522.82,43.31,14.74,3.59,0.0
20210627:1010,623.37,764.94,54.11,15.27,3.45,0.0
20210627:1110,718.76,891.73,63.79,15.96,3.79,0.0
20210627:1210,820.72,1023.82,70.26,16.38,4.55,0.0
20210627:1310,809.88,1004.29,69.93,16.6,5.17,0.0
20210627:1410,757.83,932.89,63.06,16.59,5.24,0.0
20210627:1510,654.76,797.65,53.23,16.46,5.24,0.0
20210627:1610,494.99,601.48,42.39,16.25,5.1,0.0
20210627:1710,292.32,370.3,31.29,16.08,4.83,0.0
20210627:1810,106.74,172.25,20.33,15.75,4.55,0.0
20210627:1910,34.31,56.42,9.78,15.12,4.62,0.0
20210627:2010,0.0,0.0,0.0,14.42,3.24,0.0
20210627:2110,0.0,0.0,0.0,13.77,2.41,0.0
20210627:2210,0.0,0.0,0.0,13.25,2.62,0.0
20210627:2310,0.0,0.0,0.0,12.95,2.41,0.0
20210628:0010,0.0,0.0,0.0,12.81,2.41,0.0
20210628:0110,0.0,0.0,0.0,13.03,2.83,0.0
20210628:0210,0.0,0.0,0.0,13.31,2.83,0.0
20210628:0310,0.0,0.0,0.0,13.38,2.62,0.0
20210628:0410,0.0,0.0,0.0,13.33,2.9,0.0
20210628:0510,0.0,0.0,0.0,13.2,2.9,0.0
20210628:0610,31.82,52.95,10.58,13.44,2.97,0.0
20210628:0710,110.07,150.6,21.17,14.05,3.59,0.0
20210628:0810,266.51,336.41,32.16,14.93,3.86,0.0
20210628:0910,389.31,475.81,43.25,15.54,4.14,0.0
20210628:1010,487.42,596.63,54.04,16.44,4.21,0.0
20210628:1110,617.58,761.58,63.73,16.82,4.34,0.0
20210628:1210,759.09,948.12,70.21,17.18,4.34,0.0
20210628:1310,739.74,922.49,69.91,17.5,4.55,0.0
20210628:1410,715.59,888.24,63.06,17.53,4.55,0.0
20210628:1510,602.09,739.9,53.24,17.6,4.62,0.0
20210628:1610,479.16,587.41,42.4,17.43,4.55,0.0
20210628:1710,302.37,386.47,31.31,17.11,4.48,0.0
20210628:1810,106.74,173.2,20.34,16.61,4.48,0.0
20210628:1910,30.79,52.08,9.79,15.78,4.14,0.0
20210628:2010,0.0,0.0,0.0,15.01,4.0,0.0
20210628:2110,0.0,0.0,0.0,14.19,3.66,0.0
20210628:2210,0.0,0.0,0.0,13.71,3.38,0.0
20210628:2310,0.0,0.0,0.0,13.44,3.17,0.0
20210629:0010,0.0,0.0,0.0,13.13,3.03,0.0
20210629:0110,0.0,0.0,0.0,12.8,3.03,0.0
20210629:0210,0.0,0.0,0.0,12.58,3.03,0.0
20210629:0310,0.0,0.0,0.0,12.38,2.97,0.0
20210629:0410,0.0,0.0,0.0,12.08,2.83,0.0
20210629:0510,0.0,0.0,0.0,11.87,2.76,0.0
20210629:0610,27.94,47.74,10.51,11.99,2.62,0.0
20210629:0710,101.13,167.07,21.11,13.32,3.17,0.0
20210629:0810,302.48,386.37,32.09,14.26,2.97,0.0
20210629:0910,467.37,574.21,43.18,15.32,2.83,0.0
20210629:1010,615.82,764.78,53.98,16.29,2.76,0.0
20210629:1110,715.23,901.44,63.66,17.35,3.03,0.0
20210629:1210,786.02,998.77,70.15,18.21,3.52,0.0
20210629:1310,794.56,1005.4,69.87,18.81,4.21,0.0
20210629:1410,742.15,930.14,63.05,19.2,4.62,0.0
20210629:1510,648.27,803.68,53.24,19.29,4.76,0.0
20210629:1610,505.99,624.83,42.41,19.32,4.9,0.0
20210629:1710,308.27,397.02,31.31,19.09,5.1,0.0
20210629:1810,105.08,175.81,20.35,18.6,4.97,0.0
20210629:1910,26.51,46.87,9.79,17.67,4.83,0.0
20210629:2010,0.0,0.0,0.0,16.63,4.62,0.0
20210629:2110,0.0,0.0,0.0,15.61,4.34,0.0
20210629:2210,0.0,0.0,0.0,14.85,4.14,0.0
20210629:2310,0.0,0.0,0.0,14.28,3.79,0.0
20210630:0010,0.0,0.0,0.0,13.82,3.59,0.0
20210630:0110,0.0,0.0,0.0,13.5,3.59,0.0
20210630:0210,0.0,0.0,0.0,13.32,3.59,0.0
20210630:0310,0.0,0.0,0.0,13.3,3.52,0.0
20210630:0410,0.0,0.0,0.0,13.32,3.45,0.0
20210630:0510,0.0,0.0,0.0,13.27,3.31,0.0
20210630:0610,28.41,48.61,10.44,13.51,3.1,0.0
20210630:0710,98.99,165.94,21.04,14.47,3.17,0.0
20210630:0810,301.43,387.52,32.02,15.51,2.97,0.0
20210630:0910,478.52,593.32,43.11,16.74,2.55,0.0
20210630:1010,598.79,754.2,53.91,17.97,2.21,0.0
20210630:1110,699.67,896.96,63.59,19.05,2.34,0.0
20210630:1210,779.85,1005.42,70.08,19.78,3.03,0.0
20210630:1310,768.98,985.68,69.83,20.14,3.52,0.0
20210630:1410,703.45,891.45,63.03,20.35,3.86,0.0
20210630:1510,629.57,789.29,53.24,20.34,3.93,0.0
20210630:1610,485.04,605.4,42.41,20.21,3.79,0.0
20210630:1710,302.04,392.32,31.32,19.94,3.72,0.0
20210630:1810,105.55,175.44,20.35,19.46,3.66,0.0
20210630:1910,23.81,43.4,9.79,18.13,3.45,0.0
20210630:2010,0.0,0.0,0.0,17.19,2.83,0.0
20210630:2110,0.0,0.0,0.0,16.4,2.48,0.0
20210630:2210,0.0,0.0,0.0,15.87,2.21,0.0
20210630:2310,0.0,0.0,0.0,15.17,2.07,0.0
20210701:0010,0.0,0.0,0.0,14.56,2.0,0.0
20210701:0110,0.0,0.0,0.0,13.93,1.93,0.0
20210701:0210,0.0,0.0,0.0,13.47,1.93,0.0
20210701:0310,0.0,0.0,0.0,13.26,1.86,0.0
20210701:0410,0.0,0.0,0.0,13.29,1.52,0.0
20210701:0510,0.0,0.0,0.0,13.25,1.17,0.0
20210701:0610,34.48,56.42,10.37,13.57,0.97,0.0
20210701:0710,95.52,162.27,20.96,15.01,1.31,0.0
20210701:0810,286.27,373.83,31.95,16.21,0.9,0.0
20210701:0910,456.57,574.53,43.04,17.47,1.31,0.0
20210701:1010,498.28,626.83,53.83,18.47,2.0,0.0
20210701:1110,673.09,863.01,63.51,19.17,2.14,0.0
20210701:1210,748.67,973.24,70.01,19.78,2.21,0.0
20210701:1310,758.0,979.84,69.79,20.38,2.83,0.0
20210701:1410,711.57,907.07,63.01,20.59,3.38,0.0
20210701:1510,623.87,784.59,53.23,20.44,3.52,0.0
20210701:1610,481.19,601.73,42.41,20.24,3.45,0.0
20210701:1710,292.03,379.4,31.31,19.88,3.24,0.0
20210701:1810,114.44,168.56,20.34,19.44,2.83,0.0
20210701:1910,22.45,41.66,9.78,18.55,2.48,0.0
20210701:2010,0.0,0.0,0.0,17.71,1.93,0.0
20210701:2110,0.0,0.0,0.0,16.92,1.72,0.0
20210701:2210,0.0,0.0,0.0,16.15,1.31,0.0
20210701:2310,0.0,0.0,0.0,15.88,0.69,0.0
20210702:0010,0.0,0.0,0.0,15.89,0.62,0.0
20210702:0110,0.0,0.0,0.0,15.81,0.07,0.0
20210702:0210,0.0,0.0,0.0,15.72,0.48,0.0
20210702:0310,0.0,0.0,0.0,15.47,0.21,0.0
20210702:0410,0.0,0.0,0.0,14.14,1.1,0.0
20210702:0510,0.0,0.0,0.0,14.01,1.17,0.0
20210702:0610,3.9,13.89,10.29,14.86,1.31,0.0
20210702:0710,31.91,53.54,20.89,15.68,2.55,0.0
20210702:0810,56.21,84.0,31.87,16.54,2.76,0.0
20210702:0910,53.74,81.23,42.96,17.3,2.9,0.0
20210702:1010,72.77,104.31,53.75,17.31,3.17,0.0
20210702:1110,217.44,275.36,63.43,17.05,3.24,0.0
20210702:1210,165.88,215.07,69.93,17.86,3.38,0.0
20210702:1310,527.35,656.06,69.73,18.86,4.14,0.0
20210702:1410,211.71,269.69,62.99,18.78,4.62,0.0
20210702:1510,71.59,103.38,53.22,18.87,4.97,0.0
20210702:1610,80.77,114.46,42.4,18.81,4.48,0.0
20210702:1710,40.11,64.61,31.31,18.68,4.07,0.0
20210702:1810,50.49,77.54,20.33,18.49,4.07,0.0
20210702:1910,1.18,8.68,9.76,17.56,4.76,0.0
20210702:2010,0.0,0.0,0.0,17.37,4.62,0.0
20210702:2110,0.0,0.0,0.0,17.23,4.28,0.0
20210702:2210,0.0,0.0,0.0,17.01,4.0,0.0
20210702:2310,0.0,0.0,0.0,16.91,3.52,0.0
20210703:0010,0.0,0.0,0.0,16.81,3.1,0.0
20210703:0110,0.0,0.0,0.0,16.64,2.76,0.0
20210703:0210,0.0,0.0,0.0,16.53,2.34,0.0
20210703:0310,0.0,0.0,0.0,16.36,1.79,0.0
20210703:0410,0.0,0.0,0.0,16.28,1.52,0.0
20210703:0510,0.0,0.0,0.0,16.09,1.45,0.0
20210703:0610,30.67,52.08,10.21,16.08,1.38,0.0
20210703:0710,88.27,123.76,20.81,16.27,1.93,0.0
20210703:0810,201.79,258.98,31.79,16.43,2.0,0.0
20210703:0910,331.5,413.4,42.88,17.2,2.41,0.0
20210703:1010,400.64,499.06,53.67,17.95,2.69,0.0
20210703:1110,345.9,433.66,63.34,18.87,2.97,0.0
20210703:1210,709.11,902.67,69.85,19.31,3.24,0.0
20210703:1310,605.22,761.59,69.67,19.61,3.72,0.0
20210703:1410,656.85,826.42,62.95,19.38,3.72,0.0
20210703:1510,620.15,773.03,53.2,19.16,3.79,0.0
20210703:1610,460.11,570.7,42.39,18.8,3.66,0.0
20210703:1710,299.09,385.66,31.3,18.25,3.17,0.0
20210703:1810,115.8,168.64,20.32,17.67,2.48,0.0
20210703:1910,21.37,39.93,9.74,16.8,2.34,0.0
20210703:2010,0.0,0.0,0.0,16.06,1.72,0.0
20210703:2110,0.0,0.0,0.0,15.61,1.66,0.0
20210703:2210,0.0,0.0,0.0,15.3,2.21,0.0
20210703:2310,0.0,0.0,0.0,15.16,2.41,0.0
20210704:0010,0.0,0.0,0.0,15.06,2.69,0.0
20210704:0110,0.0,0.0,0.0,15.24,2.97,0.0
20210704:0210,0.0,0.0,0.0,15.32,3.31,0.0
20210704:0310,0.0,0.0,0.0,15.42,3.66,0.0
20210704:0410,0.0,0.0,0.0,15.44,3.79,0.0
20210704:0510,0.0,0.0,0.0,15.59,4.34,0.0
20210704:0610,12.75,27.78,10.12,15.67,4.76,0.0
20210704:0710,99.94,138.9,20.72,16.28,4.76,0.0
20210704:0810,131.75,173.55,31.71,16.68,5.03,0.0
20210704:0910,172.6,221.52,42.8,17.26,5.31,0.0
20210704:1010,217.37,274.63,53.58,18.01,5.86,0.0
20210704:1110,156.19,203.07,63.25,18.26,5.93,0.0
20210704:1210,235.26,296.65,69.76,18.75,6.21,0.0
20210704:1310,227.34,287.25,69.61,18.85,6.55,0.0
20210704:1410,431.69,529.86,62.92,18.77,6.69,0.0
20210704:1510,182.87,234.57,53.18,18.63,6.48,0.0
20210704:1610,161.77,209.61,42.37,18.33,6.07,0.0
20210704:1710,80.35,113.54,31.28,18.24,6.14,0.0
20210704:1810,24.54,44.31,20.3,17.97,5.72,0.0
20210704:1910,6.39,18.23,9.72,17.45,5.59,0.0
20210704:2010,0.0,0.0,0.0,17.2,5.03,0.0
20210704:2110,0.0,0.0,0.0,16.91,4.48,0.0
20210704:2210,0.0,0.0,0.0,16.84,4.28,0.0
20210704:2310,0.0,0.0,0.0,16.73,4.07,0.0
20210705:0010,0.0,0.0,0.0,16.72,3.93,0.0
20210705:0110,0.0,0.0,0.0,16.68,3.79,0.0
20210705:0210,0.0,0.0,0.0,16.64,3.86,0.0
20210705:0310,0.0,0.0,0.0,16.62,4.14,0.0
20210705:0410,0.0,0.0,0.0,16.61,4.41,0.0
20210705:0510,0.0,0.0,0.0,16.58,4.55,0.0
20210705:0610,23.37,42.53,10.03,16.52,4.55,0.0
20210705:0710,80.9,114.05,20.63,16.56,5.59,0.0
20210705:0810,140.89,184.26,31.62,17.0,6.34,0.0
20210705:0910,147.45,191.99,42.71,17.49,6.62,0.0
20210705:1010,289.19,357.87,53.49,17.8,6.97,0.0
20210705:1110,349.8,429.89,63.16,18.13,7.45,0.0
20210705:1210,270.79,337.47,69.66,18.78,8.21,0.0
20210705:1310,230.31,290.02,69.53,19.04,8.83,0.0
20210705:1410,337.55,415.49,62.87,18.89,9.03,0.0
20210705:1510,98.17,134.77,53.15,18.75,8.9,0.0
20210705:1610,117.19,156.92,42.35,18.17,7.72,0.0
20210705:1710,28.86,49.85,31.26,17.33,7.03,0.0
20210705:1810,92.45,129.08,20.28,16.91,5.79,0.0
20210705:1910,1.19,8.68,9.69,16.69,4.97,0.0
20210705:2010,0.0,0.0,0.0,16.57,4.0,0.0
20210705:2110,0.0,0.0,0.0,16.18,3.38,0.0
20210705:2210,0.0,0.0,0.0,15.79,2.83,0.0
20210705:2310,0.0,0.0,0.0,15.52,2.55,0.0
20210706:0010,0.0,0.0,0.0,15.25,2.48,0.0
20210706:0110,0.0,0.0,0.0,15.06,2.28,0.0
20210706:0210,0.0,0.0,0.0,14.69,2.41,0.0
20210706:0310,0.0,0.0,0.0,14.37,2.21,0.0
20210706:0410,0.0,0.0,0.0,14.16,2.14,0.0
20210706:0510,0.0,0.0,0.0,14.01,2.0,0.0
20210706:0610,31.71,52.95,9.94,13.95,2.0,0.0
20210706:0710,97.97,161.49,20.54,14.55,2.41,0.0
20210706:0810,226.98,287.92,31.54,15.24,2.97,0.0
20210706:0910,361.35,444.41,42.62,15.91,3.52,0.0
20210706:1010,289.27,358.74,53.4,16.49,4.0,0.0
20210706:1110,632.53,780.92,63.06,16.91,4.34,0.0
20210706:1210,620.0,767.38,69.56,17.32,4.48,0.0
20210706:1310,601.39,744.3,69.45,17.19,4.28,0.0
20210706:1410,604.27,746.92,62.82,17.19,4.21,0.0
20210706:1510,219.08,276.65,53.12,17.12,4.07,0.0
20210706:1610,189.29,241.25,42.32,16.99,4.21,0.0
20210706:1710,77.7,109.84,31.23,16.74,4.21,0.0
20210706:1810,65.01,94.62,20.25,16.24,3.79,0.0
20210706:1910,26.74,46.87,9.65,15.86,3.31,0.0
20210706:2010,0.0,0.0,0.0,15.2,2.9,0.0
20210706:2110,0.0,0.0,0.0,14.8,2.41,0.0
20210706:2210,0.0,0.0,0.0,14.53,2.07,0.0
20210706:2310,0.0,0.0,0.0,14.23,1.45,0.0
20210707:0010,0.0,0.0,0.0,14.06,1.45,0.0
20210707:0110,0.0,0.0,0.0,13.62,1.17,0.0
20210707:0210,0.0,0.0,0.0,13.05,1.03,0.0
20210707:0310,0.0,0.0,0.0,12.9,1.1,0.0
20210707:0410,0.0,0.0,0.0,12.87,0.97,0.0
20210707:0510,0.0,0.0,0.0,13.53,0.41,0.0
20210707:0610,34.43,56.42,9.84,13.63,0.14,0.0
20210707:0710,104.84,162.89,20.45,14.27,0.97,0.0
20210707:0810,266.93,342.79,31.44,15.28,1.52,0.0
20210707:0910,437.37,543.06,42.53,16.18,2.0,0.0
20210707:1010,576.63,720.68,53.31,16.82,2.21,0.0
20210707:1110,724.41,914.52,62.95,17.31,2.9,0.0
20210707:1210,779.27,982.55,69.45,17.61,3.79,0.0
20210707:1310,711.68,891.01,69.36,17.62,4.0,0.0
20210707:1410,683.63,852.65,62.77,17.81,4.0,0.0
20210707:1510,628.64,775.01,53.08,17.94,4.48,0.0
20210707:1610,453.39,557.15,42.29,17.81,4.48,0.0
20210707:1710,310.39,397.52,31.2,17.87,4.34,0.0
20210707:1810,107.64,150.48,20.21,17.61,4.41,0.0
20210707:1910,29.23,50.35,9.61,17.12,4.0,0.0
20210707:2010,0.0,0.0,0.0,16.29,3.59,0.0
20210707:2110,0.0,0.0,0.0,15.59,3.52,0.0
